Event Time,Segment,City,State,Region,Category,Product,Sales,Quantity,Discount,Profit
2022/1/27,Consumer,Lansing,Michigan,Central,Office Supplies,Binders,12.76,2,0,5.8696
2022/1/27,Consumer,Lansing,Michigan,Central,Technology,Phones,10.95,1,0,0.438
2023/9/3,Consumer,Lansing,Michigan,Central,Technology,Copiers,599.98,2,0,209.993
2025/5/27,Corporate,Cuyahoga Falls,Ohio,East,Furniture,Furnishings,8.352,6,0.2,1.2528
2023/6/1,Corporate,Reno,Nevada,West,Office Supplies,Art,3.64,2,0,1.638
2023/6/1,Corporate,Reno,Nevada,West,Office Supplies,Binders,159.768,7,0.2,53.9217
2024/5/8,Home Office,Harrisonburg,Virginia,South,Office Supplies,Storage,122.48,2,0,0
2024/5/8,Home Office,Harrisonburg,Virginia,South,Furniture,Tables,2244.48,7,0,493.7856
2025/10/13,Home Office,Harrisonburg,Virginia,South,Office Supplies,Binders,62.31,3,0,29.2857
2025/10/13,Home Office,Harrisonburg,Virginia,South,Furniture,Tables,455.1,2,0,100.122
2025/10/13,Corporate,Los Angeles,California,West,Furniture,Chairs,195.184,1,0.2,19.5184
2024/6/24,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Appliances,362.94,3,0,90.735
2024/6/24,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Binders,11.54,2,0,5.77
2024/6/24,Consumer,Escondido,California,West,Office Supplies,Art,53.94,3,0,15.6426
2024/6/24,Home Office,New York City,New York,East,Technology,Phones,9.99,1,0,4.5954
2025/4/24,Home Office,New York City,New York,East,Office Supplies,Binders,125.76,3,0.2,40.872
2025/4/24,Home Office,New York City,New York,East,Office Supplies,Binders,25.32,5,0.2,9.1785
2024/5/24,Consumer,Jackson,Michigan,Central,Office Supplies,Binders,46.8,4,0,21.06
2024/5/24,Consumer,Seattle,Washington,West,Technology,Accessories,447.93,9,0,49.2723
2025/5/13,Consumer,New York City,New York,East,Furniture,Furnishings,109.48,2,0,33.9388
2022/6/6,Consumer,New York City,New York,East,Office Supplies,Storage,272.94,3,0,0
2024/9/10,Consumer,New York City,New York,East,Office Supplies,Paper,19.44,3,0,9.3312
2024/9/10,Consumer,New York City,New York,East,Office Supplies,Storage,31.92,4,0,8.2992
2025/9/29,Consumer,Royal Oak,Michigan,Central,Office Supplies,Paper,22.38,2,0,10.7424
2025/2/3,Consumer,Los Angeles,California,West,Office Supplies,Binders,16.52,5,0.2,5.5755
2022/11/11,Consumer,Bloomington,Illinois,Central,Office Supplies,Binders,5.176,4,0.8,-7.764
2025/4/15,Corporate,New York City,New York,East,Office Supplies,Binders,50.112,6,0.2,16.2864
2025/11/26,Home Office,Concord,New Hampshire,East,Office Supplies,Supplies,27.93,3,0,8.0997
2025/11/26,Home Office,Los Angeles,California,West,Office Supplies,Labels,11.56,4,0,5.4332
2025/8/13,Consumer,Rockville,Maryland,East,Furniture,Chairs,172.5,2,0,51.75
2024/9/12,Consumer,Rockville,Maryland,East,Technology,Phones,179.97,3,0,44.9925
2024/9/12,Home Office,Houston,Texas,Central,Technology,Accessories,258.696,3,0.2,64.674
2024/9/12,Consumer,Lakewood,New Jersey,East,Technology,Phones,1322.93,7,0,357.1911
2022/8/17,Consumer,Lakewood,New Jersey,East,Office Supplies,Art,3.76,2,0,1.0904
2022/8/17,Consumer,Jacksonville,North Carolina,South,Office Supplies,Envelopes,21.744,1,0.2,7.3386
2022/12/8,Consumer,Jacksonville,North Carolina,South,Technology,Phones,7.92,5,0.2,0.693
2025/4/13,Corporate,Seattle,Washington,West,Office Supplies,Binders,12.096,7,0.2,4.2336
2024/11/20,Corporate,Seattle,Washington,West,Office Supplies,Storage,485.88,6,0,9.7176
2025/6/25,Corporate,Seattle,Washington,West,Office Supplies,Paper,25.92,4,0,12.4416
2024/5/25,Corporate,Seattle,Washington,West,Office Supplies,Storage,197.58,2,0,53.3466
2025/10/31,Home Office,Los Angeles,California,West,Office Supplies,Appliances,81.92,4,0,22.1184
2025/10/31,Home Office,Los Angeles,California,West,Technology,Phones,889.536,8,0.2,66.7152
2024/2/7,Home Office,Los Angeles,California,West,Furniture,Chairs,892.224,3,0.2,89.2224
2022/6/19,Home Office,Los Angeles,California,West,Office Supplies,Paper,223.92,4,0,109.7208
2023/7/17,Home Office,Los Angeles,California,West,Office Supplies,Paper,23.12,4,0,11.3288
2022/11/9,Corporate,Coral Springs,Florida,South,Office Supplies,Paper,15.552,3,0.2,5.4432
2025/10/9,Corporate,Coral Springs,Florida,South,Furniture,Furnishings,15.712,4,0.2,2.5532
2025/10/9,Corporate,Coral Springs,Florida,South,Office Supplies,Storage,24.672,2,0.2,2.1588
2025/9/15,Corporate,Coral Springs,Florida,South,Furniture,Furnishings,55.968,1,0.2,-2.0988
2025/9/15,Consumer,Houston,Texas,Central,Technology,Accessories,431.928,9,0.2,64.7892
2025/8/13,Consumer,Houston,Texas,Central,Furniture,Chairs,95.984,4,0.3,-4.1136
2025/8/13,Consumer,Houston,Texas,Central,Office Supplies,Binders,1088.792,4,0.8,-1850.9464
2025/2/15,Corporate,Denver,Colorado,West,Furniture,Chairs,544.008,3,0.2,40.8006
2025/4/27,Corporate,Denver,Colorado,West,Office Supplies,Binders,1.872,3,0.7,-1.4352
2022/8/22,Corporate,Denver,Colorado,West,Furniture,Chairs,854.352,3,0.2,10.6794
2022/8/22,Corporate,Denver,Colorado,West,Office Supplies,Storage,593.568,2,0.2,0
2023/5/28,Corporate,Denver,Colorado,West,Office Supplies,Storage,338.04,3,0.2,-33.804
2023/5/28,Consumer,Charlotte,North Carolina,South,Technology,Phones,271.96,5,0.2,16.9975
2023/5/28,Corporate,New York City,New York,East,Office Supplies,Storage,11.21,1,0,3.363
2023/5/28,Corporate,New York City,New York,East,Office Supplies,Binders,9.144,3,0.2,3.2004
2023/5/28,Corporate,New York City,New York,East,Office Supplies,Fasteners,14.07,7,0,6.8943
2025/7/6,Corporate,New York City,New York,East,Office Supplies,Art,41.86,7,0,10.465
2025/7/6,Corporate,New York City,New York,East,Office Supplies,Binders,8.544,2,0.2,2.8836
2023/6/11,Corporate,New York City,New York,East,Furniture,Bookcases,579.136,4,0.2,21.7176
2023/5/17,Corporate,Philadelphia,Pennsylvania,East,Furniture,Chairs,141.372,2,0.3,-48.4704
2023/5/17,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.036,2,0.7,-2.3276
2024/11/25,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,4.503,1,0.7,-3.6024
2024/6/14,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,4.672,1,0.2,1.5768
2024/6/14,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,95.88,3,0.2,28.764
2023/4/27,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,17.024,2,0.2,1.7024
2024/8/22,Corporate,Philadelphia,Pennsylvania,East,Technology,Accessories,258.696,3,0.2,64.674
2023/10/17,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,1931.958,7,0.4,-386.3916
2023/10/17,Home Office,Los Angeles,California,West,Office Supplies,Storage,249.75,9,0,44.955
2023/10/17,Home Office,Los Angeles,California,West,Technology,Phones,255.936,8,0.2,28.7928
2023/10/17,Consumer,New York City,New York,East,Furniture,Furnishings,113.79,3,0,20.4822
2024/8/10,Consumer,New York City,New York,East,Technology,Accessories,78.15,1,0,34.386
2024/8/10,Consumer,New York City,New York,East,Office Supplies,Binders,1.728,1,0.2,0.6048
2024/8/10,Consumer,New York City,New York,East,Office Supplies,Paper,40.56,4,0,19.8744
2024/8/21,Consumer,New York City,New York,East,Office Supplies,Storage,182.94,3,0,3.6588
2023/12/14,Consumer,New York City,New York,East,Office Supplies,Storage,193.86,2,0,11.6316
2023/7/17,Consumer,Los Angeles,California,West,Office Supplies,Envelopes,15.28,2,0,7.4872
2023/7/17,Consumer,Los Angeles,California,West,Furniture,Furnishings,8.73,1,0,2.9682
2025/3/2,Consumer,Los Angeles,California,West,Office Supplies,Art,5.68,2,0,1.7608
2023/10/5,Consumer,Buffalo,New York,East,Office Supplies,Art,2.78,2,0,0.7228
2023/10/5,Consumer,Buffalo,New York,East,Office Supplies,Envelopes,79.96,2,0,35.982
2023/10/5,Corporate,Cincinnati,Ohio,East,Technology,Copiers,839.988,2,0.4,69.999
2023/10/5,Consumer,Boynton Beach,Florida,South,Furniture,Furnishings,47.952,3,0.2,13.7862
2023/10/5,Consumer,Boynton Beach,Florida,South,Office Supplies,Binders,37.425,5,0.7,-29.94
2023/10/5,Consumer,Boynton Beach,Florida,South,Furniture,Furnishings,63.968,2,0.2,0
2023/10/5,Consumer,Boynton Beach,Florida,South,Furniture,Furnishings,165.048,3,0.2,41.262
2024/8/20,Consumer,Seattle,Washington,West,Furniture,Furnishings,12.35,1,0,5.434
2024/8/20,Consumer,Seattle,Washington,West,Office Supplies,Art,40.97,1,0,10.6522
2024/8/20,Consumer,Seattle,Washington,West,Office Supplies,Fasteners,22.96,2,0,10.7912
2024/4/26,Home Office,New York City,New York,East,Technology,Phones,22,4,0,5.5
2024/8/21,Consumer,New York City,New York,East,Office Supplies,Binders,398.352,3,0.2,124.485
2024/7/3,Consumer,New York City,New York,East,Office Supplies,Fasteners,8.72,4,0,3.5752
2024/7/3,Consumer,Gulfport,Mississippi,South,Office Supplies,Envelopes,48.69,9,0,23.8581
2023/9/1,Consumer,Fresno,California,West,Furniture,Tables,764.688,6,0.2,95.586
2023/9/1,Consumer,Fresno,California,West,Furniture,Tables,3610.848,12,0.2,135.4068
2025/5/19,Consumer,Fresno,California,West,Furniture,Bookcases,254.9745,3,0.15,11.9988
2023/12/12,Consumer,New York City,New York,East,Office Supplies,Art,38.82,6,0,17.469
2023/12/12,Consumer,New York City,New York,East,Furniture,Chairs,1141.938,9,0.1,139.5702
2022/4/19,Consumer,New York City,New York,East,Office Supplies,Appliances,1704.56,13,0,511.368
2022/4/19,Consumer,New York City,New York,East,Office Supplies,Art,3.2,2,0,1.376
2022/4/19,Consumer,Milwaukee,Wisconsin,Central,Technology,Phones,1099.96,4,0,285.9896
2022/8/6,Home Office,Chester,Pennsylvania,East,Office Supplies,Art,5.248,2,0.2,0.5904
2022/8/6,Home Office,Chester,Pennsylvania,East,Technology,Phones,35.91,3,0.4,-8.379
2025/7/15,Home Office,Chester,Pennsylvania,East,Furniture,Furnishings,6.696,1,0.2,0.5022
2023/4/21,Home Office,Chester,Pennsylvania,East,Furniture,Furnishings,43.872,2,0.2,11.5164
2023/4/21,Home Office,Charlotte,North Carolina,South,Office Supplies,Binders,27.882,3,0.7,-20.4468
2025/2/22,Home Office,Charlotte,North Carolina,South,Office Supplies,Storage,540.048,3,0.2,-47.2542
2025/2/22,Home Office,Charlotte,North Carolina,South,Technology,Accessories,255.68,8,0.2,76.704
2025/2/22,Consumer,Jacksonville,Florida,South,Technology,Phones,863.88,3,0.2,107.985
2025/2/22,Corporate,Greenville,North Carolina,South,Office Supplies,Binders,17.616,4,0.7,-14.0928
2025/2/22,Consumer,Long Beach,New York,East,Office Supplies,Binders,17.472,3,0.2,6.3336
2025/12/30,Consumer,La Porte,Indiana,Central,Technology,Phones,69.9,2,0,18.873
2025/12/30,Consumer,La Porte,Indiana,Central,Furniture,Furnishings,41.85,5,0,10.881
2023/7/28,Consumer,San Francisco,California,West,Office Supplies,Art,6.57,3,0,1.7739
2023/7/28,Corporate,Los Angeles,California,West,Office Supplies,Storage,142.86,1,0,41.4294
2025/1/2,Corporate,Los Angeles,California,West,Furniture,Chairs,292.272,6,0.2,18.267
2025/1/2,Corporate,Louisville,Colorado,West,Furniture,Furnishings,29.328,3,0.2,3.666
2025/1/2,Consumer,Florence,Alabama,South,Office Supplies,Paper,12.48,2,0,5.616
2022/6/24,Corporate,Chicago,Illinois,Central,Office Supplies,Storage,102.336,4,0.2,-12.792
2024/1/11,Corporate,Chicago,Illinois,Central,Office Supplies,Appliances,48.792,3,0.8,-126.8592
2025/6/13,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,44.848,8,0.8,-67.272
2025/6/13,Consumer,Fort Worth,Texas,Central,Office Supplies,Paper,10.368,2,0.2,3.6288
2025/10/20,Consumer,Fort Worth,Texas,Central,Furniture,Chairs,388.43,5,0.3,-88.784
2024/4/2,Consumer,Fort Worth,Texas,Central,Office Supplies,Paper,14.352,3,0.2,5.2026
2024/4/2,Consumer,Fort Worth,Texas,Central,Technology,Accessories,63.992,1,0.2,-7.1991
2024/4/2,Consumer,Houston,Texas,Central,Office Supplies,Art,86.352,3,0.2,5.397
2025/3/13,Corporate,Macon,Georgia,South,Technology,Accessories,32.97,3,0,12.8583
2025/3/13,Corporate,Macon,Georgia,South,Technology,Accessories,83.88,4,0,30.1968
2025/3/13,Consumer,Cedar Rapids,Iowa,Central,Technology,Phones,278.4,3,0,80.736
2023/10/6,Consumer,Jacksonville,Florida,South,Office Supplies,Labels,15.12,3,0.2,4.914
2023/10/6,Consumer,Jacksonville,Florida,South,Office Supplies,Binders,17.43,1,0.7,-13.363
2023/10/6,Consumer,Jacksonville,Florida,South,Office Supplies,Paper,251.64,3,0.2,88.074
2023/10/6,Consumer,Austin,Texas,Central,Office Supplies,Binders,2.772,7,0.8,-4.851
2025/10/13,Consumer,Providence,Rhode Island,East,Office Supplies,Storage,14.9,5,0,1.043
2025/10/20,Home Office,New York City,New York,East,Office Supplies,Art,15.48,3,0,4.4892
2025/10/20,Corporate,New York City,New York,East,Furniture,Furnishings,39.88,2,0,11.1664
2024/4/8,Corporate,New York City,New York,East,Office Supplies,Binders,12.192,4,0.2,4.1148
2024/4/8,Corporate,New York City,New York,East,Office Supplies,Art,20.82,3,0,7.4952
2024/4/8,Home Office,San Francisco,California,West,Office Supplies,Binders,13.216,4,0.2,4.4604
2024/5/30,Home Office,San Francisco,California,West,Office Supplies,Paper,32.4,5,0,15.552
2025/9/11,Consumer,San Diego,California,West,Office Supplies,Supplies,32.94,3,0,9.2232
2025/9/11,Consumer,San Diego,California,West,Office Supplies,Paper,114.2,5,0,52.532
2025/9/11,Consumer,San Diego,California,West,Office Supplies,Labels,3.08,1,0,1.4784
2025/9/11,Consumer,Pueblo,Colorado,West,Office Supplies,Appliances,845.728,13,0.2,84.5728
2025/9/11,Corporate,Fairfield,California,West,Office Supplies,Binders,13.904,2,0.2,4.5188
2025/1/3,Corporate,Fairfield,California,West,Office Supplies,Binders,20.72,2,0.2,6.475
2024/1/9,Corporate,Saint Paul,Minnesota,Central,Technology,Phones,114.95,5,0,2.299
2024/1/9,Consumer,San Francisco,California,West,Office Supplies,Storage,26.96,2,0,7.0096
2024/6/24,Consumer,Springfield,Virginia,South,Furniture,Furnishings,572.76,6,0,166.1004
2024/6/24,Consumer,Springfield,Virginia,South,Furniture,Furnishings,286.38,3,0,83.0502
2024/12/18,Home Office,Arlington,Virginia,South,Furniture,Bookcases,61.96,2,0,4.3372
2024/12/18,Consumer,Columbus,Georgia,South,Furniture,Furnishings,23.99,1,0,5.5177
2022/2/24,Consumer,Columbus,Georgia,South,Technology,Phones,287.97,3,0,77.7519
2025/5/27,Consumer,Houston,Texas,Central,Technology,Phones,419.944,7,0.2,52.493
2025/5/27,Consumer,Pasadena,California,West,Office Supplies,Paper,46.76,7,0,22.4448
2025/5/27,Consumer,Pasadena,California,West,Office Supplies,Binders,17.712,3,0.2,6.4206
2025/5/27,Consumer,Pasadena,California,West,Office Supplies,Appliances,21.78,2,0,5.6628
2024/11/2,Consumer,Pasadena,California,West,Office Supplies,Storage,161.94,3,0,9.7164
2024/11/2,Consumer,Pasadena,California,West,Furniture,Chairs,161.568,2,0.2,-8.0784
2023/8/7,Consumer,Lawrence,Massachusetts,East,Office Supplies,Labels,3.69,1,0,1.7343
2023/8/7,Consumer,Lawrence,Massachusetts,East,Office Supplies,Labels,122.12,4,0,56.1752
2024/7/17,Consumer,Columbus,Ohio,East,Furniture,Chairs,155.372,2,0.3,-13.3176
2024/7/17,Corporate,Los Angeles,California,West,Office Supplies,Paper,38.88,6,0,18.6624
2024/7/17,Corporate,Los Angeles,California,West,Furniture,Furnishings,183.84,8,0,62.5056
2024/7/17,Corporate,Los Angeles,California,West,Office Supplies,Supplies,579.3,5,0,28.965
2024/12/31,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,14.2,1,0.2,3.3725
2024/12/31,Corporate,Deltona,Florida,South,Technology,Phones,575.92,2,0.2,71.99
2024/12/31,Corporate,Deltona,Florida,South,Office Supplies,Binders,5.184,6,0.7,-3.6288
2024/12/31,Consumer,Cincinnati,Ohio,East,Office Supplies,Binders,5.229,3,0.7,-4.1832
2024/12/31,Consumer,Cincinnati,Ohio,East,Office Supplies,Storage,285.552,2,0.2,35.694
2024/12/31,Consumer,Murray,Kentucky,South,Office Supplies,Appliances,72.8,5,0,19.656
2024/12/31,Consumer,Wilmington,North Carolina,South,Office Supplies,Paper,10.816,4,0.2,3.5152
2024/12/31,Corporate,Lawrence,Massachusetts,East,Office Supplies,Storage,46.26,3,0,12.4902
2025/5/6,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,17.46,6,0.8,-30.555
2025/5/6,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,51.072,6,0.2,5.1072
2023/3/1,Corporate,Norwich,Connecticut,East,Office Supplies,Paper,11.34,1,0,5.5566
2025/6/18,Home Office,San Francisco,California,West,Office Supplies,Art,87.92,4,0,26.376
2024/7/1,Consumer,San Francisco,California,West,Furniture,Furnishings,37.05,3,0,16.302
2025/5/30,Home Office,Lorain,Ohio,East,Technology,Phones,2.97,1,0.4,-0.6435
2025/5/30,Home Office,Lorain,Ohio,East,Office Supplies,Storage,27.44,2,0.2,2.401
2025/5/30,Consumer,Dallas,Texas,Central,Office Supplies,Binders,1.08,3,0.8,-1.728
2023/3/15,Consumer,Dallas,Texas,Central,Office Supplies,Appliances,7.96,2,0.8,-13.93
2025/3/11,Home Office,Los Angeles,California,West,Office Supplies,Binders,140.736,8,0.2,52.776
2024/3/15,Consumer,Middletown,Connecticut,East,Office Supplies,Storage,552.56,4,0,0
2024/3/15,Consumer,Los Angeles,California,West,Furniture,Furnishings,25.11,3,0,6.5286
2024/3/15,Consumer,New York City,New York,East,Furniture,Furnishings,29.78,2,0,8.0406
2024/10/31,Consumer,New York City,New York,East,Technology,Phones,677.58,3,0,176.1708
2024/10/31,Consumer,New York City,New York,East,Office Supplies,Paper,75.04,8,0,36.0192
2024/10/31,Corporate,Jacksonville,North Carolina,South,Technology,Machines,695.7,2,0.5,-27.828
2024/10/31,Corporate,Jacksonville,North Carolina,South,Office Supplies,Binders,15.66,5,0.7,-12.528
2022/5/18,Corporate,Jacksonville,North Carolina,South,Office Supplies,Binders,28.854,6,0.7,-21.1596
2022/9/23,Consumer,Freeport,New York,East,Office Supplies,Art,47.82,3,0,14.346
2024/3/14,Consumer,Freeport,New York,East,Office Supplies,Labels,13.05,5,0,6.003
2025/11/3,Consumer,Lakeville,Minnesota,Central,Office Supplies,Appliances,93.78,2,0,36.5742
2025/12/10,Consumer,Lakeville,Minnesota,Central,Office Supplies,Paper,47.18,7,0,23.59
2025/12/10,Consumer,Lakeville,Minnesota,Central,Office Supplies,Art,19.68,6,0,5.7072
2025/12/10,Consumer,Lakeville,Minnesota,Central,Office Supplies,Binders,53.4,10,0,25.098
2022/1/21,Consumer,Lakeville,Minnesota,Central,Office Supplies,Binders,35.88,6,0,17.2224
2022/11/30,Consumer,Evanston,Illinois,Central,Furniture,Chairs,258.279,3,0.3,-70.1043
2022/11/30,Corporate,Arlington,Virginia,South,Office Supplies,Storage,31.4,2,0,7.85
2022/12/26,Corporate,San Francisco,California,West,Technology,Phones,183.96,5,0.2,20.6955
2022/12/26,Corporate,San Francisco,California,West,Office Supplies,Paper,17.61,3,0,8.4528
2022/7/18,Corporate,San Francisco,California,West,Furniture,Tables,300.904,1,0.2,11.2839
2022/7/18,Consumer,Houston,Texas,Central,Office Supplies,Storage,220.776,3,0.2,-44.1552
2022/7/18,Consumer,Houston,Texas,Central,Office Supplies,Storage,281.424,11,0.2,-35.178
2023/5/25,Consumer,Louisville,Kentucky,South,Office Supplies,Paper,79.14,3,0,36.4044
2025/4/30,Consumer,Fort Worth,Texas,Central,Furniture,Furnishings,1.988,1,0.6,-1.4413
2025/4/30,Consumer,Los Angeles,California,West,Furniture,Chairs,145.568,2,0.2,0
2025/4/30,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Art,123.256,7,0.2,9.2442
2025/4/30,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,23.68,4,0.2,7.4
2025/10/26,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,309.576,4,0.4,-56.7556
2025/10/26,Corporate,Tucson,Arizona,West,Office Supplies,Binders,38.388,14,0.7,-25.592
2023/5/29,Corporate,Tucson,Arizona,West,Technology,Machines,95.994,2,0.7,-63.996
2023/5/29,Corporate,Tucson,Arizona,West,Technology,Accessories,239.952,6,0.2,-35.9928
2023/5/29,Corporate,Tucson,Arizona,West,Technology,Phones,201.584,2,0.2,15.1188
2023/5/29,Corporate,Tucson,Arizona,West,Furniture,Chairs,899.136,4,0.2,-146.1096
2023/5/29,Home Office,Pico Rivera,California,West,Furniture,Furnishings,145.9,5,0,62.737
2022/11/13,Consumer,Colorado Springs,Colorado,West,Furniture,Bookcases,590.058,7,0.7,-786.744
2022/8/31,Consumer,Colorado Springs,Colorado,West,Office Supplies,Art,14.04,3,0.2,1.5795
2022/8/31,Home Office,Clinton,Maryland,East,Technology,Accessories,49.08,3,0,4.908
2024/2/28,Consumer,Vallejo,California,West,Office Supplies,Labels,29.6,2,0,14.8
2024/2/28,Consumer,Vallejo,California,West,Office Supplies,Binders,17.088,4,0.2,5.5536
2024/8/30,Consumer,Provo,Utah,West,Furniture,Tables,912.75,5,0,118.6575
2022/11/29,Consumer,Pleasant Grove,Utah,West,Office Supplies,Appliances,1089.75,3,0,305.13
2024/9/30,Consumer,Pleasant Grove,Utah,West,Office Supplies,Paper,447.84,8,0,219.4416
2024/9/30,Consumer,Pleasant Grove,Utah,West,Office Supplies,Art,16.4,5,0,4.264
2022/7/4,Consumer,Pleasant Grove,Utah,West,Technology,Phones,399.96,5,0.2,34.9965
2024/10/22,Consumer,Pleasant Grove,Utah,West,Office Supplies,Storage,158.9,5,0,7.945
2024/10/22,Consumer,Pleasant Grove,Utah,West,Office Supplies,Binders,13.184,1,0.2,4.7792
2022/5/27,Home Office,Aurora,Illinois,Central,Furniture,Furnishings,83.952,3,0.6,-90.2484
2025/6/2,Home Office,Smyrna,Georgia,South,Office Supplies,Storage,80.98,1,0,1.6196
2025/8/21,Home Office,Smyrna,Georgia,South,Office Supplies,Paper,348.84,9,0,170.9316
2023/8/9,Home Office,Smyrna,Georgia,South,Office Supplies,Fasteners,9.45,5,0,0.189
2025/4/23,Home Office,Smyrna,Georgia,South,Furniture,Furnishings,18.84,3,0,7.1592
2025/4/23,Home Office,Smyrna,Georgia,South,Furniture,Bookcases,239.98,2,0,52.7956
2024/10/12,Home Office,Smyrna,Georgia,South,Office Supplies,Envelopes,167.96,2,0,78.9412
2024/10/12,Home Office,Smyrna,Georgia,South,Technology,Phones,104.85,3,0,28.3095
2024/10/12,Home Office,Smyrna,Georgia,South,Technology,Phones,484.83,3,0,126.0558
2024/10/12,Home Office,Smyrna,Georgia,South,Office Supplies,Paper,122.97,3,0,60.2553
2024/11/12,Home Office,Smyrna,Georgia,South,Office Supplies,Storage,154.44,3,0,1.5444
2025/5/29,Home Office,Smyrna,Georgia,South,Office Supplies,Paper,342.37,7,0,160.9139
2025/5/29,Corporate,Burlington,North Carolina,South,Office Supplies,Art,9.552,3,0.2,1.5522
2024/11/4,Corporate,Aurora,Illinois,Central,Furniture,Tables,652.45,5,0.5,-430.617
2024/4/30,Corporate,Aurora,Illinois,Central,Furniture,Tables,66.645,3,0.5,-42.6528
2024/4/30,Consumer,New York City,New York,East,Office Supplies,Binders,17.216,4,0.2,6.0256
2025/11/24,Consumer,New York City,New York,East,Office Supplies,Paper,11.56,2,0,5.6644
2024/7/11,Consumer,New York City,New York,East,Technology,Accessories,88.4,4,0,11.492
2024/7/11,Consumer,New York City,New York,East,Office Supplies,Paper,6.48,1,0,3.1104
2023/12/21,Home Office,Salem,Virginia,South,Technology,Phones,21.8,2,0,6.104
2023/12/21,Home Office,Salem,Virginia,South,Office Supplies,Envelopes,251.79,3,0,118.3413
2024/5/3,Home Office,Columbus,Ohio,East,Furniture,Tables,205.176,2,0.4,-58.1332
2024/5/3,Home Office,Columbus,Ohio,East,Office Supplies,Paper,419.4,5,0.2,146.79
2024/2/7,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,10.304,1,0.2,-2.1896
2024/12/11,Home Office,Philadelphia,Pennsylvania,East,Furniture,Tables,154.764,3,0.4,-36.1116
2025/11/19,Home Office,Philadelphia,Pennsylvania,East,Technology,Accessories,116.784,2,0.2,21.897
2022/9/6,Consumer,New York City,New York,East,Office Supplies,Art,75.48,2,0,19.6248
2022/9/6,Consumer,New York City,New York,East,Furniture,Furnishings,39.98,2,0,9.995
2024/8/27,Consumer,Phoenix,Arizona,West,Furniture,Tables,393.165,3,0.5,-204.4458
2024/8/27,Home Office,Grand Prairie,Texas,Central,Office Supplies,Labels,23.68,2,0.2,8.88
2024/8/27,Corporate,New York City,New York,East,Furniture,Chairs,408.006,2,0.1,72.5344
2024/11/8,Corporate,New York City,New York,East,Furniture,Furnishings,165.28,4,0,14.8752
2024/1/12,Consumer,New York City,New York,East,Office Supplies,Binders,334.768,7,0.2,108.7996
2024/1/12,Home Office,Costa Mesa,California,West,Technology,Accessories,239.97,3,0,26.3967
2023/12/5,Home Office,Costa Mesa,California,West,Furniture,Furnishings,37.74,3,0,12.8316
2023/12/5,Corporate,Houston,Texas,Central,Technology,Phones,946.344,7,0.2,118.293
2025/12/15,Corporate,Houston,Texas,Central,Technology,Accessories,151.2,3,0.2,32.13
2025/12/15,Corporate,Houston,Texas,Central,Furniture,Furnishings,4.928,4,0.6,-1.4784
2023/8/13,Corporate,Mesa,Arizona,West,Office Supplies,Paper,86.272,4,0.2,31.2736
2023/8/13,Corporate,Mesa,Arizona,West,Office Supplies,Binders,72.588,2,0.7,-48.392
2024/1/24,Corporate,Mesa,Arizona,West,Office Supplies,Appliances,60.672,2,0.2,14.4096
2024/9/5,Corporate,Mesa,Arizona,West,Office Supplies,Binders,77.031,9,0.7,-59.0571
2024/9/5,Corporate,Mesa,Arizona,West,Office Supplies,Storage,119.904,6,0.2,-1.4988
2025/10/20,Corporate,Mesa,Arizona,West,Technology,Phones,263.96,5,0.2,23.0965
2023/4/24,Corporate,Mesa,Arizona,West,Office Supplies,Storage,363.648,4,0.2,-86.3664
2023/6/15,Corporate,Salinas,California,West,Office Supplies,Binders,9.728,2,0.2,3.2832
2025/12/30,Corporate,Salinas,California,West,Office Supplies,Envelopes,14.75,5,0,7.08
2023/10/8,Corporate,Salinas,California,West,Office Supplies,Binders,29.8,5,0.2,9.3125
2022/6/2,Corporate,Salinas,California,West,Office Supplies,Labels,427.42,14,0,196.6132
2022/6/2,Consumer,Columbus,Ohio,East,Technology,Phones,220.752,8,0.4,-40.4712
2022/6/2,Consumer,Florence,Alabama,South,Office Supplies,Binders,152.76,6,0,74.8524
2022/6/2,Consumer,Florence,Alabama,South,Office Supplies,Supplies,7.27,1,0,1.9629
2025/8/21,Consumer,Florence,Alabama,South,Furniture,Chairs,1819.86,14,0,163.7874
2025/8/21,Consumer,Seattle,Washington,West,Office Supplies,Paper,33.9,5,0,15.594
2025/8/21,Consumer,Parma,Ohio,East,Office Supplies,Paper,31.104,6,0.2,10.8864
